Q,A,label
"에어로졸 관련 규정에서 “용량은 내용적의 90% 이하여야 한다”라고 명시되어 있는데, 여
기서 말하는 90% 중에 충전가스는 XX%이상(이하)여야 한다는 규정이 있는지","에어졸의 성분배합에 관한 기준은 KGS FP211 3.2.2.1.1 (에어졸 충전)에서 명시하고 있습
니다. 같은 코드 3.2.2.1.1(1)에 따라 에어졸제조자는 에어졸의 성분배합비 및 1일 제조 최대수량을 
정하여 이를 지켜야 하며, 같은 코드 3.2.2.1.1(3-2)에 따라 인체용 또는 가정용으로 사용하는 에어
졸 중 「약사법」제2조제8항에 따른 화장품의 분사제로 가연성가스를 사용할 수 있는 경우는 물
이 내용물 전질량의 40%이상이고 분사제가 내용물 전질량의 10%이하인 것으로 내용물이 거품이
나 반죽(gel)상태로 분출되는 경우에 한합니다. 이 외에 에어졸 내용물의 성분배합비에 관해서는 
「고압가스 안전관리법」에서 따로 규정하고 있지 않습니다. (14.3.10 인터넷공개질의)
용기ㆍ압력용기ㆍ저장탱크
- 
10 
-
용기재검사"
내용적 175L 초저온 용기의 재검사 기간,"「고압가스 안전관리법 시행규칙」별표 22에 따라 경과연수가 15년 미만이고 내용적이 
500L 미만인 내식성재료로 제조된 초저온 용기의 재검사주기는 5년입니다. 즉, 이 용기에 대하여
는 신규검사 후 경과연수가 15년 미만까지는 5년마다, 15년 이상 20년 미만은 2년마다, 20년 이상
은 1년마다 재검사를 받아야 함을 알려드립니다. (14.3.6 인터넷공개질의)
용기재검사"
"신규검사 후 경과연수가 20년 이상인 아세틸렌 용기는 1년마다 재검사를 받도록 하고 있음. 
이 경우 용기부속품은 해당 용기의 재검사를 받을 때마다 폐기를 해야 하는지 여부","「고압가스 안전관리법 시행규칙」별표 22 제1호 비고 5에 따라 내용적 125L 미만인 용기
에 부착된 용기부속품은 그 부속품의 제조 또는 수입 시의 검사를 받은 날부터 2년이 지난 후 해
당 용기의 첫 번째 재검사를 받게 될 때 폐기하여야 합니다. 따라서 문의하신 용기부속품이 제조 
또는 수입 시의 검사를 받은 날부터 2년이 지나지 아니한 경우에는 이 용기부속품은 폐기하지 않
아도 됨을 알려드립니다. (13.3.5 인터넷공개질의)
용기 검사"
"탄산정수기와 관련하여
1. 이 정수기에 사용하는 용기 제조에 관련한 법적 사항
2. 고압가스 저장소와 관련한 법적 사항
3. 이 용기의 택배 배송 가능 여부
4. 용기 교체 자격 문의
5. 고압가스 사용자 및 공급자 구분 문의
6. 고압가스 충전 관련한 법적 사항","1. 「고압가스 안전관리법」 제5조제1항에 따라 용기(300mL 이상)를 제조하려는 자는 시장ㆍ군수 
또는 구청장에게 등록을 하여야 하며, 제조등록을 한 자가 제조한 용기에 대하여는 같은 법 제17조제1항
에 따라 우리공사의 검사를 받아야 합니다.
2. 「고압가스 안전관리법」 제4조제3항, 같은 법 시행령 제3조제2항 및 같은 법 시행규칙 제2조제2항에 
따라 비독성가스인 액화가스의 저장능력이 5톤 이상(압축가스의 저장능력이 500세제곱미터 이상)인 저장
소를 설치하려는 자는 시장ㆍ군수 또는 구청장에 저장소 설치허가를 받아야 합니다.
3. 「고압가스 안전관리법」 제22조제1항에 따라 고압가스를 양도ㆍ양수ㆍ운반 또는 휴대할 때에는 고압
가스 운반등의 기준을 준수하여야 하며, 고압가스 운반등의 기준은 같은 법 시행규칙 별표 30 및 KGS 
GC206(고압가스 운반등의 기준)을 따릅니다. 따라서 탄산정수기에 사용하는 고압가스 충전용기를 운반하
는 경우에는 위 규정에 따라 운반기준을 준수하여야 합니다.
4. 고압가스 안전관리법령에서 용기 교체 자격에 대하여 별도로 정하고 있지 아니하나, 안전관리자 선임
시설에서는 안전관리자가, 그 외의 시설에서는 공급자가 교체하도록 하는 것이 바람직할 것입니다.
5. 「고압가스 안전관리법 시행규칙」 제16조제1항에서는 고압가스제조자 또는 고압가스판매자를 “공급
자”로 규정하고 있음을 알려드립니다.
6. 용기에 고압가스를 충전할 수 있는 설비로 고압가스를 충전하는 경우에는 「고압가스 안전관리법」 
제4조제1항 및 같은 법 시행령 제3조제1항제3호에 따라 시장ㆍ군수 또는 구청장에 고압가스 충전허가를 
받거나, 같은 법 제4조제2항 및 같은 법 시행령 제4조제1호에 따라 충전신고를 하여야 합니다. 
용기ㆍ압력용기ㆍ저장탱크
- 
11 
-
참고로 고압가스 안전관리법령은 www.law.go.kr, KGS Code는 www.kgscode.or.kr에서 확인이 
가능함을 알려드립니다. (14.1.22 인터넷공개질의)
용기 표시"
용기를 납품받는 곳이 용기 표시사항을 표시할 수 있는지,"「고압가스 안전관리법」 제11조의2 및 같은 법 시행규칙 별표 24 제1호에 따라 용기를 제
조ㆍ수입하는 자(외국용기등 제조자를 포함한다)는 그 용기에 제조일자, 제조자, 충전가스명 등을 
표시하여야 합니다. 따라서 용기 제조자가 아닌 납품받는 곳에서 충전가스 명 등 표시사항을 하는 
것은 가능하지 않습니다. (14.1.3 인터넷공개질의)
용기재검사"
충전압력이 300bar인 용기를 재검사하는 기관 및 재검사 기준 문의,"「고압가스 안전관리법」 제36조제2항제3호 및 같은 법 시행령 제25조제2항제3호에 따라 용
기 재검사 업무는 시장ㆍ군수 또는 구청장의 위탁을 받은 전문검사기관에서 수행하고 있으며, 세부
적인 내용은 전문검사기관협회 홈페이지(www.kgias.or.kr)를 참고하시기 바랍니다. 아울러 고압가스
용 이음매없는 용기 재검사 기준은 KGS AC218(고압가스용 이음매없는 용기 재검사 기준)이며, 이 
기준은 국내 및 외국 제조용기에 동일하게 적용됨을 알려드립니다. (13.12.26 인터넷공개질의)
용기 재검사"
지게차용 용기의 재검사주기,"지게차용 용기는 「고압가스 안전관리법 시행규칙」 별표 22제1호에 따라 신규검사 후 10
년을 첫 번째 재검사주기로 하며, 10년 이상 20년 미만은 5년마다, 20년 이상은 2년마다 검사를 
받아야 함을 알려드립니다. (13.12.3 인터넷공개질의)
용기검사"
측정기 검교정용 고압가스를 수입할 때 고법 상 준수 사항은 무엇인지?,"「고압가스 안전관리법」제5조의3에 따라 산업통상자원부령으로 정하는 독성가스(일산화탄
소)를 수입하는 경우 고압가스 수입업자의 등록을 하여야 하며, 같은 법제21조에 따라 고압가스를 
수입하려는 자는 수입품목과 수량 등을 시장·군수 또는 구청장에게 미리 또는 수입 후 30일 이내
에 신고하여야 합니다. 또한, 같은 법 제5조의2제1항에 따라 수입할 측정기 검교정용 고압가스를 
충전하기 위한 것으로서 내용적이 3데시리터(0.3 리터) 이상인 외국용기를 제조하고자 하는 자는 
산업통상자원부장관에게 등록하여야 하며, 그 용기를 제조 또는 수입한 자는 같은 법 제17조제1항
에 따라 판매하거나 사용하기 전에 시장·군수 또는 구청장의 검사를 받아야 합니다. (14.11.6인터
넷공개질의)
제조등록"
공장심사 등록이 된 해외업체의 Gas Cylinder 수입 시 적용 규격 관련 질의,"「고압가스 안전관리법 시행규칙」제9조의2제3항 단서에 따라 산업통상자원부장관의 승인
을 받은 기준에 한정하여 외국용기의 제조규격으로 적용할 수 있습니다. 따라서 동 규정에 따른 
인정기준에 해당하지 않는 ISO규격으로 외국용기를 제조하는 것은 가능하지 아니할 것입니다. 
(14.10.17 인터넷공개질의)
용기ㆍ압력용기ㆍ저장탱크
- 
12 
-
제조등록"
"외국용기(LPG자동차용기) 제조등록의 신청규격인 ECE R67에 열처리 공정이 필요 없을 경
우 공장심사 시 열처리설비를 갖추어야 하는지","「고압가스 안전관리법 시행규칙」제5조제2항제4호에 따른 공장심사 시 제조시설 검사는 
기술검토서에 승인된 제조설비·검사설비와 설치된 설비와의 사양 일치여부를 확인하는 것으로 같
은 법 시행규칙 별표10 제3호가목에 따라 필요한 항목에 대하여 적절한 방법으로 실시하면 될 것
입니다. 따라서 ECE R67 규격의 열처리 제외 규정에 대한 근거 및 확인이 명확하게 이루어지고 
열처리가 제외되는 용기만을 제조한다고 하면 열처리설비를 갖추지 않아도 될 것으로 판단됩니다. 
(14.7.28 인터넷공개질의)
용기 
변경등록"
용기제조설비가 노후 되어 교체할 경우 변경기술검토 신청을 해야 하는지,"「고압가스 안전관리법 시행규칙」제4조제2항각호에 해당하는 경우 용기에 관한 변경등록 
대상으로 기술검토를 받아야 하나, 용기의 종류 및 제조공정의 변경없이 용기제조설비의 노후로 
인한 제조설비의 교체는 변경등록 사항이 아니므로 기술검토를 받지 아니하여도 될 것입니다. 다
만, 교체한 제조설비의 변동내역을 관할 행정관청과 가스안전공사에 통보하여야 합니다. (14.6.3 
인터넷공개질의)
용기 폐기"
제조 후 경과연수가 28년(86년 8월 생산)된 LPG용기의 폐기대상 여부는,"「고압가스 안전관리법 시행규칙」별표22에 따라 1988년 12월 31일 이전에 제조된 내용적 
45L 이상 125L 미만인 것으로서 제조 후 경과연수가 26년 이상된 액화석유가스용 용접용기는 폐
기하여야 합니다. (14.5.19 인터넷공개질의)
용기부속품 
표시"
수입 용기부속품(밸브)의 제품표시 사항을 금속박판에 표기 가능 여부,"「KGS AA311 3.9.1에 따라 각인하기가 곤란한 경우에는 다른 금속박판에 각인한 것을 그 
용기부속품에 부착함으로써 그 용기부속품에 대한 각인을 한 것으로 볼 수 있을 것입니다. 다만, 
사용 중 각인된 금속박판이 손실될 경우 용기부속품의 사용이 제한될 수 있으니 철저한 관리를 
하여야 할 것입니다. (14.5.19 인터넷공개질의)
압력용기 
검사"
"압력용기 대상여부
 - 사용 가스 : 압축 공기(Low Pressure Air)
 - 설계압력 : 9.9 ㎏/㎠(0.97 ㎫), 설계온도 : 90 ℃
 - 사용압력 : 8.4 ㎏/㎠(0.82 ㎫), 사용온도 : 40 ℃","「고압가스 안전관리법 시행규칙」 별표 12제4호다목에 따라 “압력용기”라 함은 35 ℃에서
의 압력 또는 설계압력이 그 내용물이 액화가스인 경우는 0.2 ㎫ 이상, 압축가스인 경우는 1㎫ 이
상인 용기를 말합니다. 따라서 내용물이 압축가스이고 설계압력이 0.34㎫인 문의하신 제품은 이 
법에 따른 압력용기에 해당하지 아니합니다. (13.12.13 인터넷공개질의)
압력용기"
"산소공장의 배관 끝 밸브에서 압축산소를 25 ㎏/㎠로 대기 방출할 때, 소음을 줄여주기 위
해서 설치하는 Vent 소음기가 압력용기에 해당하는지
용기ㆍ압력용기ㆍ저장탱크
- 
13 
-
검사
 ※ 소음기는 항상 외기에 개방되어 있음.","「고압가스 안전관리법 시행규칙」 별표 12제4호다목에 따라 “압력용기”라 함은 35℃에서의 
압력 또는 설계압력이 그 내용물이 액화가스인 경우는 0.2㎫ 이상, 압축가스인 경우는 1㎫ 이상인 
용기를 말합니다. 문의하신 Vent silencer가 외기에 항상 개방되어 Vent silencer 내부에 압력이 형
성되지 않는다면 이 규정에 따른 압력용기에 해당하지 않을 것입니다. (13.2.3 인터넷공개질의)
압력용기 
적용대상"
압력용기 적용 대상 기준,"압력용기 대상은 「고압가스 안전관리법 시행규칙」별표 12 제4호다목에서 규정하고 있으며, 
그 내용은 아래와 같습니다.
<고압가스 안전관리법 시행규칙>
[별표 12] 특정설비 제조의 시설ㆍ기술ㆍ검사기준과 특정설비의 재검사기준
4. 그 밖의 사항
다. 제2조제4항제3호에서 정한 것으로서 검사 대상에 해당하는 “압력용기”란 35 ℃에서의 압력 또
는 설계압력이, 그 내용물이 액화가스인 경우는 0.2 ㎫ 이상, 압축가스인 경우는 1 ㎫ 이상인 
용기를 말한다. 다만, 다음 중 어느 하나에 해당하는 용기는 압력용기로 보지 않는다.
 1) 별표 10 용기 제조의 기술ㆍ검사기준 적용받는 용기
 2) 설계압력(㎫)과 내용적(㎥)을 곱한 수치가 0.004 이하인 용기
 3) 펌프, 압축장치(냉동용 압축기는 제외한다) 및 축압기(accumulator, 축압용기 내에 액화가스 
또는 압축가스와 유체가 격리될 수 있도록 고무격막 또는 피스톤 등이 설치된 구조로서 상
시 가스가 공급되지 않는 구조의 것을 말한다)의 본체와 그 본체와 분리되지 않는 일체형 
용기
 4) 완충기 및 완충장치에 속하는 용기와 자동차에어백용 가스충전용기
 5) 유량계, 액면계, 그 밖의 계측기기
 6) 소음기 및 스트레이너(필터를 포함한다)로서 다음의 기준에 해당되는 것
  
가) 플랜지 부착을 위한 용접부 외에는 용접 이음매가 없는 것
  
나) 용접구조이나 동체의 바깥지름(D)이 320 ㎜(호칭지름 12B 상당)이하이고, 배관접속부 호칭
지름(d)과의 비율(D/d)이 2.0 이하인 것
 7) 압력에 관계없이 안지름, 폭, 길이 또는 단면의 지름이 150 ㎜ 이하인 용기. (13.3.6 인터넷공개
질의)
압력용기 
제조"
독성가스용 압력용기 NOZZLE FLANGE에 SO.RF TYPE이 가능한지,"KGS AC111(고압가스용 저장탱크 및 압력용기 제조의 시설․기술․검사 기준) 1.5에서는 
이 기준에서 정하고 있지 않은 사항은 한국산업표준 KS B 6750을 따르도록 하고 있습니다.  
KS 
B 6750(압력용기-설계 및 제조 일반) 4.2.2 a) 1) 1.2)에 따라 치사적 물질용 압력용기 NOZZLE 
FLANGE 부분은 KS B 6750 표 6.2.5 형식번호 (1) 또는 (2)이어야 함을 알려드립니다. (13.6.17 
인터넷공개질의)
냉동기ㆍ냉동용특정설비ㆍ냉동제조
- 
17 
-
건축물의 
냉․난방용 
냉동제조사
업자의 정의"
건축물의 냉.난방용 냉동제조사업자의 정의 및 분류기준,"「고압가스 안전관리법 시행령」제3조제1항제4호 또는 제4조제2호에 따라 냉동제조시설
은 그 용도에 따라 산업용 및 냉동․냉장용, 건축물의 냉․난방용으로 분류하도록 규정하고 있
습니다.
 여기서, 산업용이라 하면 냉동제조시설이 제조설비의 제조공정 또는 산업설비 등의 보조설비로 
이용되는 경우로서 화학반응설비의 온도제어 또는 분위기가스의 온도조절, 전기 및 기계설비의 
온도제어, 반도체산업의 클린룸시설의 온도․습도 조절용 등이 있습니다. 또한, 냉동․냉장용이
라 하면 제빙 또는 곡물, 식료품, 수산물, 빙과류 등의 냉동 또는 냉장보관을 위한 시설 등을 말
하며, 건축물의 냉․난방용은 빌딩, 주택, 공장내부 등에 대하여 당해 건물내에 거주하거나 활동
하는 사람을 위한 냉․난방용 냉동제조시설을 말합니다. (2014.4.22, 공개질의)
위탁선임 
가능여부"
동물실험동의 연구시설에 설치된 예비용 터보냉동기의 안전관리자를 위탁관리해도 되는지,"「고압가스 안전 관리법」제15조제2항 및 같은 법 시행령 제11조의2에 따라 건축물의 
냉․난방용 냉동제조사업자는 시설물관리를 전문으로 하는 자에게 위탁하여 관리할 수 있지만, 
동물실험동의 동 연구시설은 산업용으로 보아 안전관리자의 위탁선임은 불가합니다. (2014.4.2, 
공개질의)
수입냉동기
의 검사 주체"
"수입한 냉동기에 대하여 검사받아야하는 자는 누구인지
      
미검사 상태로 가동할 경우 어떤 처분이 따르는지","「고압가스 안전관리법」제17조제1항 및 제5항에 따라 냉동기를 수입한 자는 그 냉동기
를 판매하거나 사용하기 전에 산업통상자원부장관, 시장ㆍ군수 또는 구청장의 검사를 받아야 합
니다. 검사를 받지 않을 경우에는 같은 법 제40조제6호 및 제7호에 따라  
1년 이하의 징역 또는 
1천만원 이하의 벌금에 처할 수 있습니다. (2014.3.28, 공개질의) 
제조등록 
해당 여부"
"1공장의 주소지(ㅇㅇ시 ㅇㅇ면 ㅇㅇ로 324번길 204)에서 냉동기 및 특정설비의 제조등록
한 후 그 공정 일부 시설을 2공장(ㅇㅇ시 ㅇㅇ면 ㅇㅇ로 324번길 110)으로 이전할 경우, 제조등
록을 다시 하여야 하는지 여부","냉동기 및 특정설비제조 사업소의 일부시설을 분리하여 설치하는 경우에는 동일등록권내
라 하더라도  
「고압가스 안전관리법」제5조제1항에 따라 등록관청에 제조등록을 하여야 합니다. 
(2014.3.12, 공개질의)
압축기 수리 
경우 부속품 
해당 여부"
"일체형 냉동기의 압축기를 수리하는 경우에 그 수리한 압축기가 부속품과 부품 중 어디
에 해당되는지","「고압가스 안전관리법」시행규칙 별표13 제1호다목2)의 규정에 의한 냉동기부속품에는 
“일체형냉동기”의 경우에 압축기, 응축기, 증발기 등은 부속품에 해당하며, 안전밸브 및 밸브 등
이 부품에 포함된다고 사료됩니다. 따라서 냉동기부속품(부품포함)교체의 수리자격자는 같은 법 
시행규칙 별표13 제1호다목에 따라 냉동기제조자이며, 부품교체의 수리자격자는 같은 법 시행규
칙 별표13 제1호라목에 따른 고압가스제조자입니다. 참고로, 고압가스제조자에게 허용된 “냉동
냉동기ㆍ냉동용특정설비ㆍ냉동제조
- 
18 
-
기의 부품교체”는 당해 냉동기의 성능에 직접적인 영향을 주지 않은 부품류의 교체로 한정됩니
다. (2014.2.14, 공개질의)
수입냉동기 
가스사고배
상책임보험 
가입 대상 
여부"
"제조물보상책임보험 내에 가스사고배상책임보험의 보상내용이 포함되는지 여부와 
냉동기를 수입할 경우 가스사고배상책임보험을 가입하여야 하는지 여부","제조물책임법은 제조물의 결함으로 발생한 손해가 발생한 경우 제조자 또는 수입
자에 대하여 배상책임을 입법목적으로 하고 있으며, 같은 법 제4조제1항에 따르면 과학기
술 수준을 고려하거나 관계 법령을 준수한 경우 손해배상책임에 대하여 면책토록 규정하
고 있습니다. 반면, 가스사고배상책임보험은 고압가스 안전관리법
제25조제1항에 따라 
고압가스로 인한 손해를 보상하기 위한 것이므로, 제조물책임법에 따른 보상범위가 가스
사고배상책임보험의 보상범위를 포괄하지 못하고 있습니다. 따라서, 냉동기를 외국에서 수
입하는 자는 고압가스의 사고로 인한 타인의 생명·신체나 재산상의 손해를 보상하기 위하
여  고압가스 안전관리법
제25조제1항에 따른 가스사고배상책임보험을 가입하여야 합니
다. 참고로, 가스사고배상책임보험의 공통 약관에서는 그 보상범위를 “피보험자가 제조 또
는 판매하거나 대여한 가스의 용기등이나 그에 부수되는 작업의 결함으로 인하여 발생한 
가스사고”로 규정하고 있음을 알려드립니다. (2014.1.10, 공개질의)
화기와의 
거리"
"1. 냉동제조시설의 일체형 히트펌프(39.6RT)로 케이스가 1.5T이상이어서 방화벽의 기능은 
하고 있는데  
1종화기설비와의 거리가 0.9m정도이어서 거리가 부족한 바,우회거리를 통한 해결
방법이 있는지, 있다면 거리는 얼마인지
2. 1종 화기설비인 보일러를 휴지처리 할 경우 위 문제는 해결되는지","1. KGS FP113 2.1.2에 따라 냉동제조시설의 압축기․유분리기․응축기 및 수액기(이하 
냉매설비)와 이들 사이의 배관은 화기와 정해진 이격거리를 유지하여야 하며, 냉매가 불연성가
스로서 냉동능력이 20톤 이상이며 내화방열벽 또는 온도과상승방지조치를 한 경우에는 제1종 
화기설비와 냉매설비 간에 유지해야 하는 이격거리를 2m로 할 수 있습니다. 
 여기서 이격거리란 각 설비간의 직선거리를 의미하며 내화방열벽을 우회한 거리로 하도록 명
시되어있지 않습니다. 또한 내화방열벽을 설치한 경우라도 1종화기와의 거리는 반드시 2m 이상 
유지하여야 할 것이며, KGS FP113 표 2.1.2.2② 비고(1)에 따른 내화방열벽은 냉매설비와 구분
되어 설치된 벽체 등을 의미하므로 냉매설비의 케이스를 내화방열벽으로 보기는 어려울 것으로 
판단됩니다.
2. 1종 화기설비를 휴지처리 할 경우, 해당 설비를 영구적인 폐지설비로 볼 수 없으므로 KGS 
FP113 2.1.2에 따른 화기와의 거리 기준을 준수하여야 할 것으로 사료됩니다. (2014.5.14, 공개질의)
안전밸브 
설치여부"
